,Nombre,ISO3,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
70,Ethiopia,ETH,17709.951,18101.144,18496.797,18891.916,19292.149,19703.738,20127.942,20499.416,20816.567,21227.211,21739.71,22281.675,22852.158,23448.979,24073.696,24727.506,25377.645,26051.596,26778.653,27530.388,28308.246,29099.594,29891.328,30694.316,31488.613,32252.783,33062.216,33695.018,34259.065,34758.823,34945.469,35818.844,37213.393,38235.187,39202.89,40285.965,41455.309,42851.957,44511.537,46195.954,47878.073,49937.43,52011.554,53791.672,55620.211,57476.536,59347.649,61233.48,63136.493,65077.579,67031.867,69018.932,71073.215,73168.838,75301.026,77469.94,79691.05,81996.185,84357.105,86755.585,89237.791,91817.929,94451.28,97084.366,99746.766,102471.895,105293.228,108197.95,111129.438,114120.594,117190.911,120283.026
71,Falkland Islands (Malvinas),FLK,2.191,2.204,2.216,2.211,2.192,2.187,2.193,2.209,2.227,2.244,2.265,2.291,2.309,2.312,2.309,2.308,2.306,2.297,2.289,2.283,2.274,2.275,2.276,2.277,2.277,2.28,2.281,2.279,2.271,2.256,2.24,2.229,2.229,2.23,2.233,2.232,2.235,2.254,2.281,2.308,2.332,2.377,2.456,2.547,2.64,2.735,2.813,2.881,2.95,3.018,3.08,3.124,3.151,3.169,3.187,3.204,3.216,3.215,3.204,3.195,3.187,3.175,3.194,3.26,3.333,3.408,3.508,3.598,3.656,3.71,3.747,3.764
72,Faroe Islands,FRO,31.655,31.849,31.944,32.014,32.069,32.127,32.338,32.739,33.204,33.685,34.154,34.572,34.963,35.385,35.841,36.346,36.825,37.234,37.63,38.011,38.416,38.861,39.304,39.746,40.189,40.626,41.054,41.481,41.965,42.506,43.054,43.613,44.164,44.669,45.135,45.575,46.011,46.477,46.959,47.49,47.479,46.81,46.005,45.096,44.131,43.805,44.138,44.495,44.865,45.203,45.66,46.245,46.813,47.392,47.989,48.291,48.313,48.361,48.411,48.429,48.41,48.386,48.392,48.418,48.465,48.816,49.5,50.23,50.955,51.681,52.415,52.889
73,Fiji,FJI,308.308,312.84,318.772,325.965,334.262,343.693,354.11,365.288,377.075,389.315,401.841,414.534,427.695,441.385,455.214,469.01,482.358,494.632,505.979,516.952,527.634,538.0,547.918,557.244,566.296,575.804,586.607,599.289,613.611,628.859,644.582,660.63,676.967,693.593,710.561,727.461,742.658,754.778,764.37,772.704,780.43,784.832,786.859,789.198,790.803,792.246,796.538,804.572,813.947,823.422,832.509,841.32,849.891,858.306,866.694,874.923,883.083,890.648,896.731,901.383,905.169,908.355,911.059,913.453,915.56,917.2,918.371,919.019,918.996,918.465,920.422,924.61
74,Finland,FIN,4008.289,4047.489,4090.778,4139.773,4187.364,4235.413,4282.28,4324.579,4360.274,4395.235,4430.173,4461.529,4492.172,4524.297,4549.553,4564.583,4581.787,4607.108,4627.785,4624.397,4606.621,4612.424,4639.831,4666.166,4690.576,4711.368,4725.518,4738.739,4752.4,4764.568,4779.418,4799.865,4826.861,4855.733,4881.748,4902.175,4918.172,4932.176,4946.561,4964.475,4986.545,5013.854,5042.121,5066.605,5088.49,5107.943,5124.718,5139.943,5153.544,5165.491,5176.209,5188.002,5200.596,5212.989,5228.141,5246.071,5266.251,5288.689,5313.35,5338.815,5363.271,5388.166,5413.859,5438.872,5461.44,5479.461,5495.219,5508.14,5515.461,5521.537,5529.468,5535.992
75,France,FRA,41842.355,42196.657,42542.401,42883.297,43225.643,43593.851,43959.221,44338.091,44754.358,45201.849,45659.575,46143.03,46635.189,47121.247,47641.952,48168.804,48683.086,49181.41,49647.279,50087.049,50523.586,50970.698,51410.363,51814.075,52163.552,52450.03,52685.266,52925.442,53175.309,53428.781,53713.83,54016.749,54319.646,54592.379,54845.98,55108.106,55371.639,55641.541,55911.478,56169.948,56412.897,56645.215,56864.048,57053.732,57230.065,57420.354,57623.178,57839.363,58080.344,58352.208,58665.453,59014.772,59372.786,59728.262,60108.438,60510.079,60919.15,61329.376,61721.009,62093.296,62444.567,62775.268,63071.416,63335.18,63588.491,63809.769,63989.319,64144.086,64277.808,64399.759,64480.053,64531.444
76,French Guiana,GUF,23.398,23.697,24.008,24.359,24.762,25.456,26.457,27.523,28.649,29.849,31.125,32.484,33.945,35.511,37.179,38.946,40.762,42.494,43.961,45.217,46.484,47.834,49.245,50.704,52.339,54.347,56.676,59.127,61.635,64.2,66.825,69.683,73.13,77.316,81.992,86.931,92.106,97.502,103.119,108.763,113.931,118.507,122.927,127.499,132.26,137.183,142.232,147.373,152.649,158.117,164.351,171.398,178.73,186.207,193.694,201.259,207.869,213.304,218.517,223.524,228.453,233.632,239.243,245.37,251.371,257.026,262.813,269.353,276.647,284.072,290.969,297.449
77,French Polynesia,PYF,64.535,66.35,68.169,70.138,72.24,74.475,76.838,78.983,80.879,82.837,84.851,86.921,89.208,91.963,95.192,98.674,102.281,105.995,109.832,113.803,117.891,122.108,126.457,130.883,135.349,139.833,144.356,149.007,153.745,158.563,163.591,168.892,174.343,179.042,183.146,187.578,192.196,196.856,201.74,206.571,211.089,215.444,219.621,223.714,227.682,231.446,235.189,239.036,242.882,246.821,250.927,255.049,259.137,263.173,267.132,271.06,274.901,278.178,280.558,282.283,283.788,285.265,286.584,288.032,289.873,291.787,293.541,295.45,297.606,299.717,301.92,304.032
78,Gabon,GAB,472.905,475.827,478.897,482.183,485.694,489.459,493.528,497.905,502.647,507.784,513.34,519.329,525.754,532.592,539.83,547.535,555.748,564.436,573.611,584.628,597.192,609.693,622.289,635.288,648.922,663.34,678.66,694.931,712.135,730.188,749.078,768.904,789.585,811.098,833.417,856.482,880.34,905.016,930.464,956.509,983.028,1009.995,1037.446,1065.39,1093.611,1121.964,1150.601,1179.806,1209.832,1240.764,1272.935,1306.59,1341.696,1378.398,1417.11,1458.353,1502.534,1549.774,1599.978,1653.542,1711.105,1772.5,1836.705,1902.226,1966.855,2028.517,2086.206,2140.215,2192.012,2242.785,2292.573,2341.179
79,Gambia,GMB,306.781,314.613,322.827,331.377,340.24,349.374,358.748,368.414,378.454,388.866,399.649,410.801,422.31,434.173,446.375,458.908,471.753,485.132,499.151,513.686,528.731,544.317,560.553,577.488,594.904,612.909,631.894,651.934,672.974,695.155,718.586,742.846,768.272,795.563,824.798,855.958,888.98,923.914,960.837,999.732,1040.616,1083.536,1127.152,1168.309,1205.882,1242.155,1279.07,1317.002,1356.189,1396.499,1437.539,1479.449,1522.223,1566.257,1612.225,1660.368,1711.294,1764.883,1820.542,1878.119,1937.275,1998.212,2061.014,2124.869,2189.019,2253.133,2317.206,2381.182,2444.916,2508.883,2573.995,2639.916
80,Georgia,GEO,3517.264,3557.571,3599.589,3643.528,3689.452,3738.231,3791.733,3849.921,3912.807,3980.075,4051.492,4125.76,4201.151,4276.891,4350.035,4418.592,4492.695,4575.0,4658.097,4739.872,4800.426,4837.333,4870.399,4903.551,4936.538,4970.32,5005.133,5040.802,5077.051,5111.667,5145.843,5181.893,5219.538,5259.444,5299.787,5338.867,5377.672,5415.383,5450.139,5445.481,5391.636,5322.105,5239.328,5127.511,4997.913,4877.676,4761.272,4640.032,4518.405,4394.501,4265.172,4144.481,4061.128,4017.825,3988.86,3961.182,3933.867,3906.47,3879.698,3855.2,3836.831,3821.662,3804.356,3786.023,3774.235,3771.132,3771.11,3771.9,3772.325,3770.811,3765.912,3757.98
81,Germany,DEU,70964.095,70820.042,70808.373,70879.443,71020.731,71222.628,71473.269,71771.634,72136.47,72578.945,73063.695,73604.346,74194.417,74796.217,75423.245,76037.469,76618.716,77173.553,77646.126,78012.485,78294.583,78511.398,78643.556,78667.466,78620.534,78513.511,78364.216,78221.272,78071.549,77915.727,77786.703,77684.489,77610.43,77566.064,77568.572,77638.808,77803.357,78090.895,78477.53,78916.438,79370.196,79801.988,80205.03,80573.488,80882.126,81123.262,81300.865,81436.087,81524.383,81556.965,81551.677,81514.568,81443.427,81346.81,81266.673,81212.168,81177.817,81183.83,81217.482,81260.615,81325.09,81423.378,81545.565,81680.591,81858.825,82073.226,82331.423,82624.374,82896.696,83148.141,83328.988,83408.554
82,Ghana,GHA,5077.596,5220.288,5373.395,5535.165,5706.212,5887.163,6077.347,6275.801,6479.011,6690.09,6911.51,7109.029,7281.192,7458.243,7640.196,7827.726,8019.658,8216.086,8418.152,8629.855,8861.895,9108.878,9365.952,9637.197,9918.979,10209.848,10509.006,10825.496,11163.23,11515.675,11865.246,12212.96,12584.976,12984.131,13342.487,13651.443,13971.682,14310.79,14671.677,15052.447,15446.982,15843.471,16241.548,16643.633,17040.854,17438.874,17844.01,18268.04,18714.708,19176.791,19665.502,20195.577,20758.326,21329.514,21906.444,22496.951,23098.586,23708.32,24326.087,24950.762,25574.719,26205.941,26858.762,27525.597,28196.358,28870.939,29554.303,30222.262,30870.641,31522.29,32180.401,32833.031
83,Gibraltar,GIB,21.402,21.088,21.206,21.317,21.43,21.541,21.641,21.712,21.756,21.788,21.822,21.907,22.249,22.796,23.347,23.91,24.477,25.047,25.61,26.162,26.685,27.069,27.323,27.558,27.779,27.973,28.162,28.337,28.485,28.618,28.734,28.819,28.863,28.855,28.788,28.674,28.506,28.272,28.0,27.688,27.317,26.988,26.945,27.118,27.282,27.412,27.491,27.564,27.636,27.695,27.741,27.721,27.892,28.301,28.716,29.155,29.587,29.996,30.398,30.819,31.262,31.701,32.16,32.411,32.452,32.52,32.565,32.602,32.648,32.685,32.709,32.669
84,Greece,GRC,7669.099,7766.344,7863.877,7959.592,8052.76,8146.022,8234.417,8313.971,8385.149,8447.073,8495.415,8526.469,8540.805,8541.792,8534.89,8526.254,8520.63,8518.067,8518.837,8526.138,8544.873,8576.109,8616.667,8666.39,8729.701,8805.415,8890.428,8983.236,9084.308,9194.178,9307.148,9418.994,9528.815,9636.353,9740.382,9840.141,9936.726,10029.141,10120.191,10211.979,10302.255,10391.547,10478.388,10563.441,10647.416,10727.927,10803.806,10875.273,10939.475,10993.862,11038.109,11072.182,11096.617,11110.487,11115.091,11113.448,11106.093,11091.493,11073.623,11055.496,11033.783,11004.725,10963.635,10914.505,10862.969,10806.641,10749.742,10692.228,10633.271,10574.024,10512.232,10445.365
85,Greenland,GRL,23.119,23.601,24.229,24.867,25.556,26.295,27.21,28.307,29.488,30.768,32.124,33.435,34.67,35.92,37.208,38.539,39.945,41.369,42.748,44.106,45.434,46.479,47.246,47.965,48.607,49.151,49.569,49.739,49.734,49.761,50.106,50.719,51.341,51.984,52.638,53.22,53.727,54.248,54.778,55.298,55.599,55.657,55.688,55.708,55.7,55.788,55.96,56.072,56.123,56.106,56.184,56.386,56.565,56.728,56.866,56.887,56.811,56.708,56.578,56.442,56.351,56.288,56.199,56.089,55.953,55.895,55.916,55.928,55.931,55.931,56.026,56.243
86,Grenada,GRD,77.02,77.429,78.365,79.552,80.982,82.656,84.591,86.774,89.159,91.679,93.772,95.096,96.052,96.882,97.613,98.226,98.692,98.977,99.056,98.975,98.794,98.535,98.225,97.886,97.528,97.165,96.781,96.329,95.811,95.242,94.838,95.222,96.534,98.177,99.618,100.576,100.893,100.599,99.877,99.224,99.047,99.758,101.04,102.173,103.174,104.06,104.846,105.549,106.2,106.823,107.432,107.936,108.231,108.74,109.516,110.254,110.988,111.725,112.478,113.249,114.039,114.918,115.912,116.945,117.972,118.98,119.966,120.921,121.838,122.724,123.663,124.61
87,Guadeloupe,GLP,215.261,218.842,224.482,230.398,236.443,242.576,248.922,255.532,262.402,269.556,276.976,283.976,289.955,294.981,299.33,303.438,307.401,311.007,313.986,316.354,318.31,319.852,320.96,321.765,322.832,324.878,327.611,330.067,331.884,333.221,334.234,335.651,338.961,344.443,350.977,357.844,364.854,371.909,378.988,385.866,391.951,396.989,401.447,405.731,409.884,413.935,417.901,421.814,424.978,425.753,424.067,421.188,417.62,413.445,408.625,403.233,400.926,401.614,402.095,402.677,403.072,403.143,402.984,402.347,400.847,399.089,397.854,397.022,396.262,395.485,395.642,396.051
88,Guam,GUM,60.991,61.923,62.893,63.893,64.912,65.977,67.106,68.305,69.587,70.945,72.374,73.873,75.412,76.996,78.621,80.255,81.879,83.48,85.046,86.534,88.3,90.505,92.815,95.1,97.329,99.478,101.59,103.676,105.71,107.79,110.286,113.221,116.189,119.067,121.885,124.675,127.462,130.259,133.079,135.759,138.263,140.739,143.173,145.541,147.843,150.094,152.261,154.33,156.357,158.395,160.188,161.524,162.563,163.385,164.004,164.43,164.675,164.763,164.725,164.58,164.905,165.649,166.392,167.054,167.543,167.978,168.346,168.606,168.678,168.624,169.231,170.534
89,Guatemala,GTM,3099.869,3185.854,3276.113,3368.486,3462.952,3560.239,3660.606,3764.479,3870.646,3981.253,4098.352,4220.367,4346.322,4475.716,4608.498,4744.461,4882.542,5022.615,5164.908,5308.294,5453.208,5598.298,5744.605,5895.101,6048.168,6201.734,6342.726,6487.153,6648.77,6814.717,6987.767,7165.502,7332.79,7512.048,7718.971,7932.185,8148.185,8369.359,8600.111,8839.538,9084.78,9329.557,9576.63,9831.868,10094.921,10363.09,10632.293,10905.381,11184.032,11463.504,11735.894,12009.194,12289.856,12570.504,12852.436,13132.814,13412.406,13696.606,13979.451,14259.411,14543.121,14833.453,15128.306,15422.662,15713.74,16001.107,16291.004,16578.723,16850.176,17106.338,17362.718,17608.483
90,Guernsey,GGY,44.419,44.343,44.194,44.337,44.538,44.788,45.093,45.432,45.811,46.238,46.7,47.157,47.602,48.084,48.63,49.231,49.874,50.568,51.282,51.975,52.656,53.093,53.201,53.232,53.268,53.282,53.264,53.207,53.111,52.993,52.86,52.922,53.255,53.666,54.104,54.577,55.096,55.691,56.338,57.018,57.727,58.187,58.288,58.295,58.288,58.269,58.346,58.531,58.724,58.92,59.114,59.288,59.445,59.581,59.716,59.862,60.022,60.196,60.381,60.586,60.782,60.98,61.198,61.388,61.539,61.629,61.586,61.6,61.886,62.365,62.794,63.065
91,Guinea,GIN,2983.557,3032.444,3081.454,3131.2,3181.965,3234.056,3287.535,3342.372,3398.839,3456.953,3516.814,3578.631,3642.324,3707.945,3775.51,3845.074,3916.78,3990.76,4067.333,4145.194,4222.374,4298.087,4372.212,4445.207,4517.073,4588.006,4658.743,4730.375,4804.926,4885.199,4972.609,5067.427,5170.731,5282.274,5402.084,5531.661,5671.38,5820.774,5977.175,6136.166,6354.145,6615.734,6832.195,7046.097,7262.112,7468.347,7683.115,7842.806,7992.545,8174.897,8336.967,8445.717,8577.79,8772.254,8961.039,9140.114,9330.625,9547.082,9779.785,10021.323,10270.728,10527.712,10788.692,11055.43,11333.365,11625.998,11930.985,12240.789,12554.864,12877.539,13205.153,13531.906
92,Guinea-Bissau,GNB,543.413,549.48,553.602,557.279,560.612,563.713,566.658,569.505,572.314,575.105,577.933,583.107,590.399,595.802,590.481,577.638,570.375,573.38,583.475,587.88,591.663,594.501,595.95,603.203,623.576,659.635,701.016,746.588,794.328,821.598,831.462,844.957,858.63,872.394,886.21,900.088,914.122,928.408,943.08,958.239,973.551,993.856,1022.904,1056.761,1089.617,1117.222,1140.604,1162.443,1184.071,1206.474,1230.849,1257.38,1285.678,1315.653,1347.009,1379.713,1414.091,1450.572,1488.431,1527.196,1567.22,1609.017,1652.717,1697.753,1743.309,1788.919,1834.552,1879.826,1924.955,1970.457,2015.828,2060.721
93,Guyana,GUY,417.719,428.399,440.356,453.47,467.817,483.316,499.837,517.277,535.51,554.196,571.99,588.597,604.833,620.703,635.957,650.207,663.241,675.064,685.887,695.919,705.261,713.904,721.994,729.865,737.701,745.59,753.553,761.378,768.609,774.482,778.176,779.686,779.639,778.372,776.007,772.671,768.508,763.706,758.45,752.897,747.116,744.096,744.998,747.189,749.546,751.689,753.571,755.211,756.697,758.014,759.051,759.809,760.323,760.562,760.424,759.709,758.367,756.521,754.15,751.258,747.932,744.23,743.966,747.42,751.115,755.031,759.087,763.252,785.514,798.753,797.202,804.567
94,Haiti,HTI,3247.231,3301.802,3358.719,3418.644,3480.966,3545.999,3613.972,3683.628,3754.874,3827.747,3901.139,3974.934,4049.504,4122.26,4196.349,4274.348,4352.949,4432.716,4514.006,4596.642,4680.812,4766.423,4853.117,4940.71,5030.652,5124.56,5222.342,5323.827,5428.667,5536.423,5646.676,5760.197,5877.684,5997.739,6119.932,6245.539,6375.097,6508.349,6644.959,6784.161,6925.331,7066.055,7205.78,7345.94,7486.091,7627.316,7770.593,7915.172,8060.896,8208.941,8360.225,8511.728,8661.546,8812.245,8961.489,9111.9,9266.288,9420.826,9575.247,9730.638,9842.88,9954.312,10108.539,10261.206,10412.74,10563.757,10713.849,10863.543,11012.421,11160.438,11306.801,11447.569
95,Holy See,VAT,0.88,0.886,0.892,0.898,0.905,0.911,0.916,0.918,0.92,0.92,0.918,0.917,0.917,0.917,0.921,0.908,0.866,0.813,0.771,0.755,0.752,0.751,0.749,0.746,0.743,0.74,0.738,0.737,0.735,0.734,0.733,0.733,0.73,0.727,0.724,0.719,0.713,0.709,0.707,0.705,0.7,0.691,0.685,0.683,0.679,0.676,0.673,0.668,0.66,0.654,0.651,0.649,0.644,0.638,0.633,0.628,0.622,0.617,0.613,0.604,0.596,0.59,0.581,0.574,0.569,0.564,0.556,0.547,0.537,0.528,0.52,0.511
96,Honduras,HND,1557.932,1602.228,1648.137,1695.87,1745.344,1796.527,1849.391,1904.009,1960.492,2018.738,2078.617,2139.928,2202.854,2267.708,2334.492,2403.465,2474.523,2547.497,2622.982,2701.381,2782.753,2867.501,2956.021,3046.715,3136.539,3231.631,3334.814,3441.122,3550.368,3662.736,3777.99,3895.736,4015.647,4137.784,4261.919,4387.693,4515.568,4645.733,4778.114,4913.676,5053.234,5196.887,5344.774,5496.841,5652.934,5812.832,5976.55,6144.112,6308.537,6477.365,6656.725,6837.861,7019.908,7201.881,7383.407,7564.613,7745.2,7924.462,8101.777,8277.302,8450.933,8622.504,8792.367,8960.657,9127.846,9294.505,9460.798,9626.842,9792.85,9958.829,10121.763,10278.345
97,Hungary,HUN,9337.714,9423.044,9503.834,9594.223,9704.52,9823.331,9854.129,9837.655,9879.818,9936.018,9982.61,10025.847,10057.458,10083.327,10114.174,10140.853,10170.085,10206.826,10244.338,10281.121,10315.366,10345.364,10376.617,10410.508,10457.947,10520.237,10578.508,10627.916,10664.862,10692.715,10698.679,10680.62,10655.624,10620.934,10580.906,10542.754,10505.772,10469.192,10434.265,10397.173,10375.989,10374.747,10370.06,10357.421,10342.434,10327.169,10308.267,10286.22,10260.967,10230.256,10202.055,10177.955,10148.401,10118.062,10094.493,10073.525,10057.063,10041.172,10023.51,10008.579,9986.825,9953.245,9922.127,9894.639,9867.901,9844.246,9815.104,9788.941,9776.358,9771.796,9750.573,9709.786
98,Iceland,ISL,142.65,145.394,147.749,150.738,154.263,157.735,161.059,164.732,168.472,172.0,175.566,179.022,182.415,185.766,189.095,192.309,195.53,198.726,201.471,203.337,204.468,206.171,209.191,212.374,215.281,218.07,220.244,221.887,223.641,225.853,228.263,230.882,233.995,237.131,239.677,241.577,243.357,246.032,249.917,253.042,255.019,257.991,261.262,263.932,266.224,267.681,269.137,271.356,274.285,277.626,281.462,285.238,287.798,289.801,292.361,297.029,304.07,311.853,317.715,318.8,318.333,319.293,320.979,324.024,327.644,331.06,335.675,343.632,352.946,360.774,366.669,370.335
99,India,IND,357021.1,364922.36,372997.188,381227.705,389731.406,398577.992,407656.597,416935.399,426295.763,435900.352,445954.579,456351.876,467024.193,477933.619,489059.309,500114.346,510992.617,521987.069,533431.909,545314.67,557501.301,569999.178,582837.973,596107.483,609721.951,623524.219,637451.448,651685.628,666267.76,681248.383,696828.385,712869.298,729169.466,745826.546,762895.156,780242.084,797878.993,815716.125,833729.681,852012.673,870452.165,888941.756,907574.049,926351.297,945261.958,964279.129,983281.218,1002335.23,1021434.576,1040500.054,1059633.675,1078970.907,1098313.039,1117415.123,1136264.583,1154638.713,1172373.788,1189691.809,1206734.806,1223640.16,1240613.62,1257621.191,1274487.215,1291132.063,1307246.509,1322866.505,1338636.34,1354195.68,1369003.306,1383112.05,1396387.127,1407563.842
100,Indonesia,IDN,69567.619,71019.347,72570.827,74207.986,75925.325,77741.502,79661.837,81690.984,83818.754,86047.674,88382.881,90816.938,93345.489,95962.527,98675.061,101157.868,103561.105,106260.749,109138.723,112149.246,115228.394,118347.135,121504.145,124709.058,127945.196,131213.215,134521.025,137861.54,141250.964,144693.087,148177.096,151686.337,155228.658,158790.611,162331.962,165791.694,169135.273,172421.39,175694.647,178949.174,182159.874,185361.228,188558.416,191737.287,194928.533,198140.162,201373.791,204628.007,207855.486,210996.91,214072.421,217112.437,220115.092,223080.121,225938.595,228805.144,231797.427,234858.289,237936.543,240981.299,244016.173,247099.697,250222.695,253275.918,256229.761,259091.97,261850.182,264498.852,267066.843,269582.878,271857.97,273753.191
101,Iran (Islamic Republic of),IRN,16832.834,17219.627,17614.454,18017.545,18434.881,18873.864,19332.414,19805.912,20295.117,20821.847,21388.806,21983.622,22605.05,23259.094,23948.624,24667.026,25398.7,26133.341,26875.302,27643.685,28449.705,29273.682,30111.574,30981.898,31895.534,32856.976,33841.06,34876.497,35993.661,37205.013,38520.664,40476.251,42500.03,44027.986,45628.402,47266.16,48913.237,50541.49,52111.868,53644.736,55793.629,57990.883,59372.016,59755.43,59985.749,60794.809,61598.378,62480.533,63461.421,64474.745,65544.383,66674.851,67327.117,67954.699,69061.674,70182.594,71275.76,72319.418,73318.394,74322.685,75373.855,76342.971,77324.451,78458.928,79961.672,81790.841,83306.231,84505.076,85617.562,86564.202,87290.193,87923.432
102,Iraq,IRQ,5656.471,5783.972,5930.35,6089.258,6252.041,6405.686,6552.801,6683.798,6796.49,6929.323,7084.678,7260.714,7481.832,7735.824,7997.655,8270.544,8553.883,8848.502,9156.132,9476.737,9811.347,10154.928,10507.315,10872.139,11243.146,11617.622,11999.342,12400.19,12819.707,13233.83,13653.369,14067.26,14467.682,14903.737,15377.032,15753.856,16148.221,16598.019,16987.346,17442.59,17658.381,17846.378,18385.673,19295.818,20248.073,20948.858,21639.332,22330.77,23053.488,23820.734,24628.858,25425.663,26255.343,27068.823,27858.948,28698.684,28905.607,28660.887,29218.381,30289.04,31264.875,32378.061,33864.447,35481.8,36746.488,37757.813,38697.943,39621.162,40590.7,41563.52,42556.984,43533.592
103,Ireland,IRL,2906.599,2924.705,2929.379,2917.037,2902.78,2886.368,2869.649,2854.323,2838.758,2823.465,2811.067,2807.005,2813.067,2824.089,2837.436,2852.401,2867.003,2882.745,2899.643,2917.184,2937.637,2969.397,3013.998,3062.023,3110.099,3157.919,3205.753,3254.662,3305.571,3351.898,3391.387,3424.827,3451.212,3472.903,3490.931,3505.769,3515.669,3513.7,3498.03,3483.314,3485.374,3504.805,3528.367,3545.7,3559.398,3579.482,3606.728,3640.15,3678.667,3719.912,3768.95,3829.018,3894.258,3958.705,4031.954,4121.216,4234.806,4359.834,4452.392,4499.792,4524.585,4544.501,4564.55,4588.832,4622.167,4665.76,4715.788,4771.854,4834.507,4896.019,4946.119,4986.526
104,Isle of Man,IMN,54.813,54.431,53.938,53.422,52.877,52.283,51.645,50.969,50.271,49.553,48.793,48.422,48.669,49.131,49.597,50.057,50.718,51.731,52.91,54.099,55.298,56.431,57.419,58.325,59.179,59.949,60.701,61.506,62.333,63.172,64.022,64.558,64.654,64.598,64.5,64.376,64.663,65.554,66.636,67.74,68.865,69.77,70.307,70.71,71.094,71.454,71.981,72.793,73.727,74.668,75.562,76.398,77.183,77.939,78.677,79.415,80.228,81.1,81.997,82.915,83.828,84.35,84.338,84.144,83.896,83.593,83.45,83.58,83.775,83.933,84.046,84.263
105,Israel,ISR,1284.157,1337.63,1393.191,1450.457,1507.412,1564.96,1625.669,1688.678,1754.788,1825.847,1902.247,1983.319,2069.091,2160.42,2257.903,2361.088,2467.863,2575.793,2684.849,2795.472,2907.307,3018.583,3120.95,3214.274,3303.72,3388.086,3468.12,3541.374,3608.733,3675.789,3744.608,3816.745,3892.839,3979.093,4077.001,4182.681,4295.405,4412.03,4535.396,4666.782,4803.254,4942.812,5079.389,5212.998,5346.292,5478.734,5612.494,5743.283,5869.504,5994.088,6116.958,6237.982,6356.693,6475.913,6595.986,6714.124,6832.077,6952.003,7074.522,7199.703,7328.445,7459.749,7592.106,7726.676,7863.846,8007.778,8159.009,8309.257,8456.483,8607.919,8757.489,8900.059
106,Italy,ITA,46391.938,46750.76,47016.485,47412.139,47833.768,48130.728,48403.438,48660.253,48930.469,49224.675,49517.707,49812.73,50162.245,50555.128,50997.776,51452.854,51882.571,52294.442,52661.07,53001.503,53324.036,53636.099,53995.422,54379.582,54750.683,55093.989,55388.902,55649.667,55877.016,56070.678,56329.482,56532.91,56585.843,56607.516,56620.238,56636.465,56639.054,56644.53,56670.888,56711.524,56756.561,56794.489,56833.185,56869.454,56883.819,56885.126,56898.973,56925.8,56938.738,56945.068,56966.397,56994.993,57107.577,57425.175,57860.661,58199.876,58429.903,58778.482,59224.228,59562.841,59822.45,60025.952,60190.145,60312.599,60322.791,60232.906,60118.626,60004.032,59877.425,59727.932,59500.579,59240.329
107,Jamaica,JAM,1407.47,1448.396,1482.284,1509.993,1533.217,1552.883,1570.048,1586.411,1603.775,1622.047,1642.331,1663.754,1683.761,1703.868,1725.181,1746.977,1768.803,1790.58,1812.209,1834.615,1859.091,1886.143,1915.299,1945.32,1974.88,2003.094,2029.486,2054.927,2080.485,2106.937,2135.546,2166.657,2199.606,2232.782,2264.095,2292.03,2315.871,2336.245,2354.805,2373.365,2392.03,2411.867,2434.574,2459.062,2484.182,2509.372,2532.894,2554.954,2576.567,2596.271,2612.205,2625.405,2638.244,2651.027,2664.024,2676.863,2689.66,2701.221,2711.373,2722.401,2733.896,2746.169,2759.817,2773.129,2784.543,2794.445,2802.695,2808.376,2811.835,2813.773,2820.436,2827.695
108,Japan,JPN,84353.049,85683.474,86921.764,88057.14,89093.019,90090.281,91021.56,91837.665,92671.295,93575.985,94464.839,95355.458,96267.883,97246.712,98319.344,99468.746,100466.907,101527.852,102819.279,104102.077,105416.839,106789.355,108220.404,109679.47,111100.023,112411.64,113624.865,114761.516,115809.525,116765.509,117624.196,118385.723,119098.142,119793.752,120470.727,121119.031,121710.305,122268.885,122798.302,123270.648,123686.321,124073.993,124444.693,124779.576,125119.269,125433.969,125726.223,126027.985,126308.39,126555.063,126803.861,127065.731,127301.75,127502.352,127671.288,127798.373,127902.167,128006.426,128077.633,128117.042,128105.431,128007.257,127853.688,127678.924,127476.735,127250.933,126993.857,126662.472,126255.866,125791.677,125244.761,124612.53
109,Jersey,JEY,56.855,57.431,58.031,58.64,59.222,59.763,60.28,60.803,61.347,61.91,62.486,63.068,63.679,64.326,64.966,65.601,66.242,66.862,67.425,67.909,68.347,69.069,70.147,71.233,72.218,73.111,73.788,74.218,74.556,74.857,75.124,75.588,76.359,77.215,78.05,78.873,79.712,80.573,81.427,82.21,82.874,83.37,83.723,83.996,84.178,84.29,84.552,85.018,85.487,85.891,86.192,86.756,87.722,88.76,89.822,90.901,91.963,93.029,94.094,95.135,96.151,96.839,97.423,98.406,99.373,100.561,102.135,103.615,105.373,107.045,108.319,109.618
